mixture,T_K,Tc_K,Pc_bar,kij,phi_ij,mode,point_type,P_bar,P_bub_bar,P_dew_bar,gamma_Parachor_mN_m,gamma_WSD_mN_m,mixcorr_WSD,M_liq_g_per_mol,M_vap_g_per_mol,rho_liq_kg_per_m3,rho_vap_kg_per_m3,z_CO2,z_Methane,x_CO2,x_Methane,y_CO2,y_Methane
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,bubble,10.700038,15.339796,2.746284,17.45188031,2.7e-07,0.9698586,43.16653419,23.5829091,1192.594843,16.552238,0.95,0.05,0.969859,0.030141,0.269619,0.730381
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,bubble,10.037226,15.339796,2.746284,17.64172825,2.7e-07,0.97251997,43.24096494,24.01563801,1195.846281,15.733109,0.95,0.05,0.97252,0.02748,0.285092,0.714908
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,bubble,9.374414,15.339796,2.746284,17.83060725,2.7e-07,0.97514233,43.31430447,24.51051166,1199.052102,14.923883,0.95,0.05,0.975142,0.024858,0.302787,0.697213
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,dew,8.711603,15.339796,2.746284,18.01854614,2.7e-07,0.97772707,43.386592,25.08164812,1202.213942,14.12431,0.95,0.05,0.977727,0.022273,0.323209,0.676791
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,dew,8.048791,15.339796,2.746284,18.20557023,2.8e-07,0.98027553,43.45786486,25.74779962,1205.33332,13.33416,0.95,0.05,0.980276,0.019724,0.347028,0.652972
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,dew,7.385979,15.339796,2.746284,18.39170495,2.8e-07,0.98278898,43.52815869,26.53442039,1208.41172,12.553226,0.95,0.05,0.982789,0.017211,0.375154,0.624846
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,dew,6.723168,15.339796,2.746284,18.57697395,2.8e-07,0.98526865,43.59750774,27.47694779,1211.450561,11.781326,0.95,0.05,0.985269,0.014731,0.408856,0.591144
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,dew,6.060356,15.339796,2.746284,18.76139932,2.9e-07,0.98771573,43.66594524,28.62621443,1214.451224,11.018307,0.95,0.05,0.987716,0.012284,0.449949,0.550051
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,dew,5.397544,15.339796,2.746284,18.94500233,2.9e-07,0.99013138,43.73350394,30.05779532,1217.415077,10.264042,0.95,0.05,0.990131,0.009869,0.501138,0.498862
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,dew,4.734733,15.339796,2.746284,19.12780342,2.9e-07,0.99251679,43.80021679,31.88907081,1220.343504,9.518426,0.95,0.05,0.992517,0.007483,0.566617,0.433383
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,dew,4.071921,15.339796,2.746284,19.30982456,2.9e-07,0.99487318,43.86611809,34.31258373,1223.237957,8.781311,0.95,0.05,0.994873,0.005127,0.653273,0.346727
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,dew,3.409109,15.339796,2.746284,19.49109682,3e-07,0.99720185,43.93124415,37.66728403,1226.099986,8.052291,0.95,0.05,0.997202,0.002798,0.773225,0.226775
CO2;Methane,202.0,300.705989,77.909632,0.0,1.0,envelope,dew,2.746297,15.339796,2.746284,19.67169098,3e-07,0.99950398,43.99562786,42.61102134,1228.930995,7.329986,0.95,0.05,0.999504,0.000496,0.949995,0.050005
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,bubble,15.449618,15.449695,2.889854,15.89947486,2.4e-07,0.95000035,42.61115787,21.85446838,1165.001845,22.887351,0.95,0.05,0.95,0.05,0.207816,0.792184
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,bubble,14.788578,15.449695,2.889854,16.09436187,2.4e-07,0.9529734,42.69430529,22.06354113,1168.615288,21.995187,0.95,0.05,0.952973,0.047027,0.215292,0.784708
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,bubble,14.127539,15.449695,2.889854,16.28809747,2.5e-07,0.95589608,42.77604394,22.29302116,1172.170156,21.114956,0.95,0.05,0.955896,0.044104,0.223497,0.776503
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,bubble,13.466499,15.449695,2.889854,16.48072014,2.5e-07,0.95877043,42.85643092,22.5458844,1175.668786,20.24629,0.95,0.05,0.95877,0.04123,0.232539,0.767461
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,bubble,12.80546,15.449695,2.889854,16.6722659,2.5e-07,0.96159836,42.93551981,22.82572134,1179.113373,19.388839,0.95,0.05,0.961598,0.038402,0.242545,0.757455
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,bubble,12.14442,15.449695,2.889854,16.86276921,2.6e-07,0.96438168,43.01336095,23.13690377,1182.505986,18.542273,0.95,0.05,0.964382,0.035618,0.253672,0.746328
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,bubble,11.483381,15.449695,2.889854,17.05226249,2.6e-07,0.96712207,43.09000175,23.4848091,1185.848572,17.706281,0.95,0.05,0.967122,0.032878,0.266111,0.733889
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,bubble,10.822342,15.449695,2.889854,17.24077645,2.6e-07,0.96982115,43.16548694,23.87612649,1189.14297,16.880568,0.95,0.05,0.969821,0.030179,0.280104,0.719896
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,bubble,10.161302,15.449695,2.889854,17.42834015,2.6e-07,0.97248042,43.23985877,24.31928208,1192.390918,16.064858,0.95,0.05,0.97248,0.02752,0.295949,0.704051
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,bubble,9.500263,15.449695,2.889854,17.61498109,2.7e-07,0.97510131,43.31315725,24.82504099,1195.594062,15.258893,0.95,0.05,0.975101,0.024899,0.314033,0.685967
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,dew,8.839223,15.449695,2.889854,17.80072603,2.7e-07,0.97768517,43.38542039,25.40737805,1198.753979,14.462433,0.95,0.05,0.977685,0.022315,0.334856,0.665144
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,dew,8.178184,15.449695,2.889854,17.98559833,2.7e-07,0.98023332,43.45668437,26.08476815,1201.87214,13.675258,0.95,0.05,0.980233,0.019767,0.359077,0.640923
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,dew,7.517144,15.449695,2.889854,18.1696224,2.7e-07,0.98274697,43.52698383,26.88215247,1204.949993,12.897169,0.95,0.05,0.982747,0.017253,0.387588,0.612412
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,dew,6.856105,15.449695,2.889854,18.3528201,2.8e-07,0.98522733,43.5963521,27.83403161,1207.988914,12.127992,0.95,0.05,0.985227,0.014773,0.421624,0.578376
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,dew,6.195065,15.449695,2.889854,18.5352126,2.8e-07,0.98767555,43.66482159,28.98951624,1210.990254,11.367576,0.95,0.05,0.987676,0.012324,0.46294,0.53706
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,dew,5.534026,15.449695,2.889854,18.71681895,2.8e-07,0.99009278,43.73242426,30.42094428,1213.955328,10.615797,0.95,0.05,0.990093,0.009907,0.514122,0.485878
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,dew,4.872987,15.449695,2.889854,18.89765987,2.9e-07,0.99248016,43.79919229,32.2393802,1216.885505,9.872535,0.95,0.05,0.99248,0.00752,0.579143,0.420857
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,dew,4.211947,15.449695,2.889854,19.07775682,2.9e-07,0.99483889,43.86515897,34.62436493,1219.782186,9.137613,0.95,0.05,0.994839,0.005161,0.664422,0.335578
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,dew,3.550908,15.449695,2.889854,19.25714175,2.9e-07,0.9971702,43.93035896,37.88601495,1222.646848,8.410566,0.95,0.05,0.99717,0.00283,0.781046,0.218954
CO2;Methane,203.0,300.705989,77.909632,0.0,1.0,envelope,dew,2.889868,15.449695,2.889854,19.43588598,2.9e-07,0.99947516,43.99482191,42.61102156,1225.480747,7.689968,0.95,0.05,0.999475,0.000525,0.949995,0.050005
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,bubble,15.566768,15.566846,3.039155,15.70561676,2.4e-07,0.95000035,42.61115793,22.09377156,1161.591444,23.205032,0.95,0.05,0.95,0.05,0.216373,0.783627
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,bubble,14.907421,15.566846,3.039155,15.89788841,2.4e-07,0.95296518,42.69407536,22.30966823,1165.193788,22.317372,0.95,0.05,0.952965,0.047035,0.224093,0.775907
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,bubble,14.248074,15.566846,3.039155,16.08906921,2.4e-07,0.95588072,42.77561424,22.54638296,1168.738887,21.441411,0.95,0.05,0.955881,0.044119,0.232557,0.767443
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,bubble,13.588726,15.566846,3.039155,16.27919494,2.5e-07,0.95874892,42.85582933,22.80691678,1172.228987,20.576796,0.95,0.05,0.958749,0.041251,0.241872,0.758128
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,bubble,12.929379,15.566846,3.039155,16.46829903,2.5e-07,0.96157162,42.93477205,23.09488276,1175.666189,19.72319,0.95,0.05,0.961572,0.038428,0.252169,0.747831
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,bubble,12.270032,15.566846,3.039155,16.65641341,2.5e-07,0.96435056,43.01249082,23.41466992,1179.052479,18.880277,0.95,0.05,0.964351,0.035649,0.263604,0.736396
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,bubble,11.610685,15.566846,3.039155,16.84356823,2.5e-07,0.96708738,43.08903131,23.77166287,1182.389731,18.047757,0.95,0.05,0.967087,0.032913,0.276368,0.723632
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,bubble,10.951337,15.566846,3.039155,17.02979205,2.6e-07,0.9697836,43.16443663,24.17254046,1185.679713,17.225347,0.95,0.05,0.969784,0.030216,0.290702,0.709298
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,bubble,10.29199,15.566846,3.039155,17.21511192,2.6e-07,0.97244069,43.23874758,24.62568879,1188.924102,16.412782,0.95,0.05,0.972441,0.027559,0.306905,0.693095
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,bubble,9.632643,15.566846,3.039155,17.39955352,2.6e-07,0.97506003,43.31200286,25.14178289,1192.124488,15.609813,0.95,0.05,0.97506,0.02494,0.325359,0.674641
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,dew,8.973296,15.566846,3.039155,17.58314173,2.6e-07,0.97764294,43.38423927,25.73462348,1195.282395,14.81621,0.95,0.05,0.977643,0.022357,0.346557,0.653443
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,dew,8.313948,15.566846,3.039155,17.76589818,2.7e-07,0.98019068,43.45549191,26.42236892,1198.399245,14.031762,0.95,0.05,0.980191,0.019809,0.371148,0.628852
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,dew,7.654601,15.566846,3.039155,17.94784606,2.7e-07,0.98270444,43.52579442,27.22939871,1201.476447,13.256277,0.95,0.05,0.982704,0.017296,0.400004,0.599996
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,dew,6.995254,15.566846,3.039155,18.12900566,2.7e-07,0.98518539,43.59517925,28.18921966,1204.515339,12.489587,0.95,0.05,0.985185,0.014815,0.434324,0.565676
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,dew,6.335907,15.566846,3.039155,18.30939679,2.7e-07,0.98763466,43.66367798,29.3491634,1207.51723,11.731546,0.95,0.05,0.987635,0.012365,0.475799,0.524201
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,dew,5.676559,15.566846,3.039155,18.48903803,2.8e-07,0.99005335,43.73132177,30.77830453,1210.483414,10.982024,0.95,0.05,0.990053,0.009947,0.5269,0.4731
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,dew,5.017212,15.566846,3.039155,18.66794888,2.8e-07,0.9924426,43.79814202,32.58149505,1213.415214,10.240889,0.95,0.05,0.992443,0.007557,0.591376,0.408624
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,dew,4.357865,15.566846,3.039155,18.84615085,2.8e-07,0.99480356,43.86417097,34.92582393,1216.313986,9.50793,0.95,0.05,0.994804,0.005196,0.675201,0.324799
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,dew,3.698518,15.566846,3.039155,19.02367677,2.8e-07,0.9971374,43.92944154,38.09463513,1219.181133,8.782627,0.95,0.05,0.997137,0.002863,0.788506,0.211494
CO2;Methane,204.0,300.705989,77.909632,0.0,1.0,envelope,dew,3.039171,15.566846,3.039155,19.20059818,2.9e-07,0.99944507,43.99398027,42.61102178,1222.017767,8.063518,0.95,0.05,0.999445,0.000555,0.949995,0.050005
CO2;Methane,205.0,300.705989,77.909632,0.0,1.0,envelope,bubble,15.691225,15.691303,3.194339,15.51156834,2.3e-07,0.95000036,42.61115799,22.33736379,1158.169248,23.541619,0.95,0.05,0.95,0.05,0.225083,0.774917
CO2;Methane,205.0,300.705989,77.909632,0.0,1.0,envelope,bubble,15.033495,15.691303,3.194339,15.70127743,2.3e-07,0.952957,42.69384659,22.55999725,1161.760581,22.658113,0.95,0.05,0.952957,0.047043,0.233044,0.766956
CO2;Methane,205.0,300.705989,77.909632,0.0,1.0,envelope,bubble,14.375765,15.691303,3.194339,15.88995377,2.4e-07,0.95586541,42.77518617,22.80383304,1165.295972,21.786086,0.95,0.05,0.955865,0.044135,0.241762,0.758238
CO2;Methane,205.0,300.705989,77.909632,0.0,1.0,envelope,bubble,13.718035,15.691303,3.194339,16.07763048,2.4e-07,0.95872746,42.85522922,23.07189143,1168.77757,20.9252,0.95,0.05,0.958727,0.041273,0.251347,0.748653
CO2;Methane,205.0,300.705989,77.909632,0.0,1.0,envelope,bubble,13.060305,15.691303,3.194339,16.26433856,2.4e-07,0.96154492,42.93402514,23.36780075,1172.20739,20.075131,0.95,0.05,0.961545,0.038455,0.261928,0.738072
CO2;Methane,205.0,300.705989,77.909632,0.0,1.0,envelope,bubble,12.402575,15.691303,3.194339,16.45010763,2.5e-07,0.96431945,43.0116205,23.6959581,1175.587341,19.235574,0.95,0.05,0.964319,0.035681,0.273661,0.726339
CO2;Methane,205.0,300.705989,77.909632,0.0,1.0,envelope,bubble,11.744845,15.691303,3.194339,16.63496565,2.5e-07,0.96705262,43.08805924,24.0617438,1178.919221,18.406241,0.95,0.05,0.967053,0.032947,0.286741,0.713259
CO2;Methane,205.0,300.705989,77.909632,0.0,1.0,envelope,bubble,11.087115,15.691303,3.194339,16.81893919,2.5e-07,0.96974592,43.16338295,24.47181191,1182.204736,17.586859,0.95,0.05,0.969746,0.030254,0.301403,0.698597
CO2;Methane,205.0,300.705989,77.909632,0.0,1.0,envelope,bubble,10.429385,15.691303,3.194339,17.00205342,2.5e-07,0.97240076,43.23763105,24.93449014,1185.4455,16.777173,0.95,0.05,0.972401,0.027599,0.317947,0.682053
CO2;Methane,205.0,300.705989,77.909632,0.0,1.0,envelope,bubble,9.771655,15.691303,3.194339,17.18433226,2.6e-07,0.97501848,43.31084093,25.46034026,1188.643051,15.976944,0.95,0.05,0.975018,0.024982,0.336749,0.663251
CO2;Methane,205.0,300.705989,77.909632,0.0,1.0,envelope,dew,9.113925,15.691303,3.194339,17.36579882,2.6e-07,0.97760036,43.38304825,26.06295962,1191.79886,15.185951,0.95,0.05,0.9776,0.0224,0.358297,0.641703
